The Discovery Medical Scheme Rates are applicable for services rendered from 01 January 2017,,,,,,,,,
R0.00: Discovery Medical Scheme does not pay for this procedure code.,,,,,,,,,
For detailed code descriptions please visit: https://www.medicalschemes.com/Publications.aspx and select NHRL Schedules on the left hand side and select â€œ2006 Lists (version 0.6) from the Category dropdown list.,,,,,,,,,
Procedure Code,Procedure Description ,054,062,064,092,094,096,098,
8091,Medicine used during a dental visit,,,,,,,,
8092,Admin fee (direct material),,,,,,,,
8093,Dentist administration of Dental Technician's account,,,,,,,,
8099,Dental laboratory service,,,,,,,,
8101,Oral examination,213.80,,,,,213.80,,
8102,Comprehensive oral examination,320.90,,,,,320.90,,
8104,Limited oral examination,103.60,,,,,103.60,,
8106,Special report,203.90,203.90,203.90,203.90,203.90,203.90,,
8107,Intraoral radiograph - periapical,92.70,92.60,92.60,92.60,92.60,92.70,,
8108,Intraoral radiographs - complete series,622.60,622.60,622.60,622.60,622.60,622.60,,
8109,Infection control/barrier techniques,20.60,20.60,20.60,20.60,20.60,20.60,20.60,
8110,Sterilized instrumentation,46.10,46.10,46.10,46.20,46.10,46.10,46.10,
8111,Dental testimony,,,,,,,,
8112,Intraoral radiograph - bitewing,92.70,92.60,92.60,92.60,92.60,92.70,,
8113,Intraoral radiograph - occlusal,138.60,138.60,138.60,138.60,138.60,138.60,,
8114,Extraoral radiograph - hand-wrist,321.50,321.50,321.50,321.50,321.50,321.50,,
8115,Extraoral radiograph - panoramic,321.50,321.50,321.50,321.50,321.50,321.50,,
8116,Extraoral radiograph - cephalometric,321.50,321.50,321.50,321.50,321.50,321.50,,
8117,Diagnostic models,86.20,86.20,86.20,86.20,86.20,86.20,,
8118,Extraoral radiograph - skull/facial bone,321.50,321.50,321.50,321.50,321.50,321.50,,
8119,Diagnostic models mounted,217.10,217.10,217.10,217.10,217.10,217.10,,
8120,Treatment plan completed,,,,,,,,
8121,Oral and/or facial image (digital/conventional),86.20,86.20,86.20,86.20,86.20,86.20,,
8122,Microbiological studies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8123,Caries susceptibility tests (By Arrangement),0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8124,Pulp tests,23.70,23.70,23.70,23.70,23.70,23.70,23.70,
8129,Office/hospital visit  after regularly scheduled hours,299.10,324.30,324.30,299.10,324.30,299.10,299.10,
8131,Emergency dental treatment,121.90,121.90,121.90,121.90,248.70,121.90,121.90,
8132,Pulp removal (pulpectomy),229.70,,,,229.50,229.70,,
8133,"Recement inlay, onlay, crown or veneer",121.90,,,,155.10,121.90,,
8135,"Remove inlay, onlay or crown",242.90,,,,242.90,242.90,,
8136,Access through a prosthetic crown or inlay to facilitate root canal treatment,108.80,,,,108.80,108.80,,
8137,Emergency crown (chair-side),418.40,,,,418.40,418.40,,
8138,Remove retention post (prefabricated or cast),159.30,,,,,159.30,,
8139,Appointment not kept /30min,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8140,House/extended care facility/hospital call,198.10,221.80,198.10,198.10,198.10,198.10,198.10,
8141,Inhalation sedation - first 15 minutes or part thereof,89.30,89.30,89.30,89.30,89.30,89.30,89.30,
8143,Inhalation sedation - each addnl 15 minutes,46.30,46.30,46.30,46.30,46.30,46.30,46.30,
8144,Intravenous sedation,53.50,53.50,53.50,53.50,53.50,53.50,53.50,
8145,Local anaesthetic - per visit,83.50,79.00,78.70,78.80,78.70,83.50,78.70,
8146,Resin bonding for restorations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8147,Monitoring equipment for intravenous sedation,190.50,190.50,190.50,190.60,190.50,190.50,190.50,
8148,Use of dental operating microscope,,,,,,,,
8149,Nutritional counselling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8150,Tobacco counselling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8151,Oral hygiene instruction,121.90,121.90,121.90,244.00,244.00,121.90,,
8153,Oral hygiene instruction - each additional visit,89.30,,,117.50,117.50,89.30,,
8155,Polishing - complete dentition,121.90,121.90,121.90,168.40,121.90,121.90,,
8157,Re-burnishing and polishing of restorations - complete dentition,121.90,,,,,121.90,,
8158,Enamel microabrasion,111.70,,,,,111.70,,
8159,Prophylaxis - complete dentition,239.80,239.80,239.80,338.00,239.80,239.80,,
8160,Removal of gross calculus,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8161,Topical application of fluoride - child,121.90,,,121.90,121.90,121.90,,
8162,Topical application of fluoride - adult,121.90,121.90,121.90,121.90,121.90,121.90,,
8163,Dental sealant,80.60,,,,80.60,80.60,,
8165,Sedative filling,121.90,,,,121.90,121.90,,
8166,"Application of desensitising resin, per tooth",80.60,80.60,80.60,80.60,80.60,80.60,80.60,
8167,"Application of desensitising medicament, per visit",93.80,93.80,93.80,93.80,93.80,93.80,93.80,
8168,Behavior management,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8169,Occlusal guard,468.80,468.80,468.80,468.80,468.80,468.80,,
8171,Mouth guard,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8172,Cost of orthotic appliance,,,,,,,,
8173,"Space maintainer - fixed, per abutment ",226.50,,226.50,,226.50,226.50,,
8175,Space maintainer  - removable,291.90,,291.90,,291.90,291.90,,
8176,Periodontal screening,167.10,,,167.10,167.10,167.10,,
8177,Oral hygiene instruction (periodontally compromised patient),184.40,184.40,184.40,184.40,184.40,184.40,,
8178,Oral hygiene instruction - each additional visit (periodontally compromised patient),99.70,99.70,99.70,99.70,99.70,99.70,,
8179,Polishing - complete dentition (periodontally compromised patient),139.70,139.70,139.70,139.70,139.70,139.70,,
8180,Prophylaxis - complete dentition (periodontally compromised patient),260.50,260.50,260.50,260.50,260.50,260.50,,
8183,Therapeutic drug injection,53.50,53.50,,,53.50,53.50,,
8189,Re-examination - existing condition,96.10,147.60,147.60,147.60,147.60,96.10,96.10,
8190,Consultation - second opinion or advice,198.90,,,,,198.90,,
8192,Suture - minor,601.70,601.70,,798.10,,601.70,,
8197,CBCT capture and interpretation with limited field of  view  of both dental arches without orbits and/or cranium,,,,,,,,
8198,CBCT capture and interpretation for TMJ series including two or more exposures.,,,,,,,,
8201,Extraction - tooth or exposed tooth roots (first per quadrant),140.30,210.70,140.30,140.40,140.30,140.30,,
8202,Extraction - each additional tooth or exposed tooth roots,56.90,84.90,56.70,56.70,56.70,56.90,,
8203,"Interpretation of diagnostic image by a practitioner not associated with capture of the image, including the report",,,,,,,,
8205,CBCT  image capture with limited field of  view - less than one whole jaw,,,,,,,,
8206,CBCT image capture with limited field of  view  of one full dental arch -mandible ,,,,,,,,
8207,CBCT image capture with limited field of view of one full dental arch - maxilla without orbits and/or cranium,,,,,,,,
8208,CBCT capture with limited field of view of both dental arches - without orbits and/or cranium,,,,,,,,
8209,CBCT capture for TMJ series including two or more exposures.,,,,,,,,
8213,"Surgical removal of residual roots, first tooth - per tooth",527.30,527.30,527.30,711.80,527.30,527.30,,
8214,"Surgical removal of residual roots, second and subsequent teeth's roots",406.60,406.60,,406.60,,406.60,,
8220,Cost of suture material,,,,,,,,
8231,Complete dentures - maxillary and mandibular,1968.30,,,,4109.30,1968.30,,
8232,Complete denture - maxillary or mandibular,1213.50,,,,2875.10,1213.50,,
8233,Partial denture - resin base - one tooth,564.20,,,,564.20,564.20,,
8234,Partial denture - resin base - two teeth,564.20,,,,564.20,564.20,,
8235,Partial denture - resin base - three teeth,844.20,,,,844.20,844.20,,
8236,Partial denture - resin base - four teeth,844.20,,,,844.20,844.20,,
8237,Partial denture - resin base - five teeth,844.20,,,,844.20,844.20,,
8238,Partial denture - resin base - six teeth,1119.50,,,,1119.50,1119.50,,
8239,Partial denture - resin base - seven teeth,1119.50,,,,1119.50,1119.50,,
8240,Partial denture - resin base - eight teeth,1119.50,,,,1119.50,1119.50,,
8241,Partial denture - resin base - nine or more teeth,1119.50,,,,1119.50,1119.50,,
8244,Immediate denture - maxillary,1213.50,,,,1820.20,1213.50,,
8245,Immediate denture - mandibular,1213.50,,,,1820.20,1213.50,,
8251,Clasp or rest - cast gold,111.70,,,,111.70,111.70,,
8253,Clasp or rest - wrought gold,111.70,,,,111.70,111.70,,
8255,Clasp or rest - stainless steel,117.50,,,,117.50,117.50,,
8257,Bar - lingual or palatal,138.60,,,,138.60,138.60,,
8259,Rebase complete or partial denture (laboratory),460.20,,,,664.10,460.20,,
8261,Remodel complete or partial denture,738.40,,,,738.40,738.40,,
8263,Reline complete or partial denture (chair-side),291.90,,,,364.80,291.90,,
8265,Tissues conditioning per arch (including soft self-cure reline),190.50,,,,244.00,190.50,,
8267,Reline complete or partial denture (laboratory),671.40,,,,671.40,671.40,,
8269,Repair denture or other intra-oral appliance,178.40,,,,178.20,178.40,,
8270,Add clasp to existing partial denture,111.70,,,,111.70,111.70,,
8271,Add tooth to existing partial denture,111.70,,,,111.70,111.70,,
8273,Impression to repair or modify a denture or other intra-oral appliance,89.30,,,,89.30,89.30,,
8275,Adjust complete or partial denture,89.30,,,,89.30,89.30,,
8277,Inlay in denture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8281,Partial denture - cast metal framework only,1316.40,,,,1316.40,1316.40,,
8301,Pulp cap - direct,162.20,,,,162.20,162.20,,
8303,Pulp cap - indirect,162.20,,,,162.20,162.20,,
8304,Rubber dam per arch,95.40,,,,95.40,95.40,,
8306,Cost of MTA,,,,,159.30,,,
8307,Pulp amputation (pulpotomy)  ,159.30,,,,159.30,159.30,,
8308,External bleaching - per arch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8309,Home bleaching - instructions and applicator,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8310,Supply of bleaching materials,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8311,Home bleaching - subsequent visit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8325,Internal bleaching - per tooth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8327,Internal bleaching - each additional visit ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
8328,Root canal obturation - anteriors and premolars - each additional canal,226.50,,,,,226.50,,
8329,Root canal therapy - anteriors and premolars - each additional canal,282.50,,,,,282.50,,
8330,Removal of root canal obstruction,159.30,,,,,159.30,,
8332,Root canal preparatory visit - single canal tooth,121.90,,,,,121.90,,
8333,Root canal preparatory visit - multi canal tooth,171.40,,,,,171.40,,
8334,Re-preparation of previously obturated root canal,180.30,,,,217.10,180.30,,
8335,Root canal obturation - anteriors and premolars - first canal,553.80,,,,,553.80,,
8336,Root canal obturation - posteriors - first canal,762.40,,,,,762.40,,
8337,Root canal obturation - posteriors - each additional canal,226.50,,,,,226.50,,
8338,Root canal therapy - anteriors and premolars - first canal,847.10,,,,,847.10,,
8339,Root canal therapy - posteriors - first canal,1164.40,,,,,1164.40,,
8340,Root canal therapy - posteriors - each additional canal,282.50,,,,,282.50,,
8341,Amalgam - one surface,279.40,,,,279.30,279.40,,
8342,Amalgam - two surfaces,343.90,,,,344.20,343.90,,
8343,Amalgam - three surfaces,419.30,,,,419.50,419.30,,
8344,Amalgam - four or more surfaces,467.50,,,,467.50,467.50,,
8345,"Prefabricated post retention, per post (in addition to restoration)",239.80,,,,239.80,239.80,,
8347,Pin retention - first pin (in addition to restoration),120.80,,,,120.80,120.80,,
8348,Pin retention - each additional pin (in addition to restoration),111.70,,,,111.70,111.70,,
8349,Carve restoration to accommodate existing removable prosthesis,49.40,,,,49.40,49.40,,
8350,Resin crown - anterior primary tooth (direct),529.50,,,,529.50,529.50,,
8351,"Resin - one surface, anterior",306.40,,,,306.70,306.40,,
8352,"Resin - two surfaces, anterior",385.50,,,,385.40,385.50,,
8353,"Resin - three surfaces, anterior",460.50,,,,460.50,460.50,,
8354,"Resin - four or more surfaces, anterior",513.80,,,,513.90,513.80,,
8355,Veneer - resin (chair-side),423.10,,,,423.10,423.10,,
8357,Prefabricated metal crown,248.70,,,,248.70,248.70,,
8361,Inlay - metal - one surface,370.50,,,,731.10,370.50,,
8362,Inlay/onlay - metal - two surfaces,542.00,,,,1060.00,542.00,,
8363,Inlay/onlay - metal - three surfaces,903.90,,,,1643.70,903.90,,
8364,Inlay/onlay - metal - four or more surfaces,1093.10,,,,1643.70,1093.10,,
8366,Pin retention as part of cast restoration (any number of pins),180.30,,,,244.00,180.30,,
8367,"Resin - one surface, posterior",332.20,,,,332.20,332.20,,
8368,"Resin - two surfaces, posterior",410.80,,,,410.80,410.80,,
8369,"Resin - three surfaces, posterior",496.40,,,,496.60,496.40,,
8370,"Resin - four or more surfaces, posterior",534.00,,,,534.00,534.00,,
8371,Inlay - porcelain - one surface,446.60,,,,883.10,446.60,,
8372,Inlay/onlay - porcelain - two surfaces,659.40,,,,1271.80,659.40,,
8373,Inlay/onlay - porcelain - three surfaces,1086.80,,,,1975.50,1086.80,,
8374,Inlay/onlay - porcelain - four or more surfaces,1316.40,,,,1975.50,1316.40,,
8375,Prefabricated resin crown,248.70,,,,248.70,248.70,,
8376,Core build-up with prefabricated posts,664.10,,,,664.10,664.10,,
8379,Cost of prefabricated posts,,,,,,,,
8381,Inlay - resin - one surface,446.60,,,,883.10,446.60,,
8382,Inlay/onlay - resin - two surfaces,659.40,,,,1271.80,659.40,,
8383,Inlay/onlay - resin - three surfaces,1086.80,,,,1975.50,1086.80,,
8384,Inlay/onlay - resin - four or more surfaces,1316.40,,,,1975.50,1316.40,,
8385,Fabrication of Indirect resin inlay/onlay restoration,,,,,,,,
8391,Cast core with single post,279.90,,,,279.90,279.90,,
8392,Cast post (each additional),166.70,,,,166.70,166.70,,
8397,Cast core with pins (any number of pins),446.60,,,,580.80,446.60,,
8398,Core build-up with or without pins,542.00,,,,542.00,542.00,,
8401,Crown - full cast metal,1602.30,,,,2051.80,1602.30,,
8403,Crown - 3/4 cast metal,1602.30,,,,2051.80,1602.30,,
8404,Crown - 3/4 porcelain/ceramic,1316.00,,,,1975.50,1316.00,,
8405,Crown - resin laboratory,1316.00,,,,1975.50,1316.00,,
8407,Crown - resin with metal,1602.30,,,,2051.80,1602.30,,
8409,Crown - porcelain/ceramic,1602.30,,,,2051.80,1602.30,,
8410,Provisional crown,270.50,,,270.50,406.60,270.50,,
8411,Crown - porcelain with metal,1602.30,,,,2051.80,1602.30,,
8413,Repair crown (permanent or provisional),270.50,,,,270.50,270.50,,
8414,Additional fee for provision of crown within an existing clasp or rest,80.60,,,,,80.60,,
8415,Pontic - porcelain/ceramic,1308.00,,,,1308.00,1308.00,,
8416,Pontic - cast metal,903.90,,,,903.90,903.90,,
8417,Pontic - resin with metal,1308.00,,,,1308.00,1308.00,,
8418,Pontic - porcelain fused to metal,1308.00,,,,1308.00,1308.00,,
8419,Provisional pontic,270.50,,,,406.60,270.50,,
8432,Inlay/onlay retainer - metal - two surfaces,542.00,,,,1060.00,542.00,,
8433,Inlay/onlay retainer - metal - three surfaces,903.90,,,,1643.70,903.90,,
8434,Inlay/onlay retainer - metal - four or more surfaces,1093.10,,,,1643.70,1093.10,,
8436,Inlay/onlay retainer - porcelain - two surfaces,659.40,,,,1271.80,659.40,,
8437,Inlay/onlay retainer - porcelain - three surfaces,1086.80,,,,1975.50,1086.80,,
8438,Inlay/onlay retainer - porcelain - four or more surfaces,1316.40,,,,1975.50,1316.40,,
8441,Crown retainer - full cast metal,1602.30,,,,2051.80,1602.30,,
8442,Crown retainer - 3/4 cast metal,1602.30,,,,2051.80,1602.30,,
8443,Crown retainer - porcelain/ceramic,1602.30,,,,2051.80,1602.30,,
8444,Crown retainer - 3/4 porcelain/ceramic,1602.30,,,,2051.80,1602.30,,
8445,Crown retainer - porcelain with metal,1602.30,,,,2051.80,1602.30,,
8446,Crown retainer - resin with metal,1602.30,,,,2051.80,1602.30,,
8447,Provisional crown retainer,270.50,,,,406.60,270.50,,
8499,General anaesthetic,,,,,,,,
8501,Consultation - Prosthodontis,,,,,241.30,,,
8503,Occlusion analysis mounted,270.50,,,,406.60,270.50,,
8505,Pantographic recording,392.90,,,,589.50,392.90,,
8506,Detailed consultation - Prosthodontist,,,,,753.60,,,
8507,Comprehensive consultation - Prosthodontist,,,,,462.30,,,
8508,Electrognathographic recording,420.70,,,,631.30,420.70,,
8509,Electrognathographic recording with computer analysis,698.70,,,,1048.00,698.70,,
8514,Recement bridge,121.90,,,,155.10,121.90,,
8516,Remove bridge,242.90,,,,242.90,242.90,,
8517,Reimplantation of avulsed tooth (include stabilisation),281.90,,,,423.10,281.90,,
8518,Repair bridge,270.50,,,,270.50,270.50,,
8533,Implant supported removable complete overdenture,2188.00,,,,3281.50,2188.00,,
8534,Implant supported removable partial overdenture,1750.20,,,,2625.30,1750.20,,
8536,Crown - implant/abutment supported - porcelain/ceramic,2080.20,,,,2392.60,2080.20,,
8537,Crown - implant/abutment supported - porcelain with metal,2080.20,,,,2392.60,2080.20,,
8538,Crown - implant/abutment supported - cast metal,2080.20,,,,2392.60,2080.20,,
8546,Crown retainer - implant/abutment supported - porcelain/ceramic,2080.20,,,,2392.60,2080.20,,
8547,Crown retainer - implant/abutment supported - porcelain with metal,2080.20,,,,2392.60,2080.20,,
8548,Crown retainer - implant/abutment supported - cast metal,2080.20,,,,2392.60,2080.20,,
8551,Occlusal adjustment - major,772.30,,1158.40,,1158.40,772.30,,
8552,Veneer - porcelain (laboratory),936.10,,,,1403.70,936.10,,
8553,Occlusal adjustment - minor,269.40,,369.50,369.50,369.50,269.40,,
8554,Veneer - resin (laboratory),936.10,,,,1403.70,936.10,,
8560,Cost of ceramic block,,,,,,,,
8561,Gold foil class I or IV,706.90,,,,1060.00,706.90,,
8563,Gold foil class V,826.90,,,,1240.30,826.90,,
8565,Gold foil class III,1040.30,,,,1560.20,1040.30,,
8570,Fabrication of computer generated ceramic restoration,1396.10,1396.10,1396.10,1396.10,1396.10,1396.10,1396.10,
8578,Prefabricated abutment,226.50,,,,339.40,226.50,,
8579,Custom abutment,1032.40,,,,1548.30,1032.40,,
8581,Cast core with single post,,,,,413.70,,,
8582,Cast core with double post,,,,,589.50,,,
8583,Cast core with triple post,,,,,731.10,,,
8584,Connector bar - implant supported,2188.00,,,,3281.50,2188.00,,
8585,Connector bar,2188.00,,,,3281.50,2188.00,,
8586,Stress breaker,815.90,,,,1223.80,815.90,,
8587,Coping metal,181.80,,,,339.40,181.80,,
8590,Implant maintenance procedures - per implant,100.30,,,,150.50,100.30,,
8592,Crown - implant/abutment supported,,,,,2392.60,,,
8594,Repair of implant supported prosthesis,110.90,,,,166.70,110.90,,
8595,Repair of implant abutment,110.90,,,,166.70,110.90,,
8597,Locks and milled rests,110.90,,,,166.70,110.90,,
8599,Precision attachment (removable denture),270.50,,,,406.60,270.50,,
8600,Cost of implant components,,,,,,,,
8611,Pontic - sanitary,,,,,1240.30,,,
8613,Pontic - posterior,,,,,1517.10,,,
8615,Pontic - anterior/premolar,,,,,1639.60,,,
8617,Retainer cast metal (Maryland type retainer),542.00,,,,1060.00,542.00,,
8631,Root canal therapy - first canal,,,,,1438.10,,,
8633,Root canal therapy - each additional canal,,,,,361.80,,,
8635,Apexification/recalcification  per visit,162.20,,,,239.80,162.20,,
8640,Removal of fractured post or instrument from root canal,,,,,423.10,,,
8643,Complete dentures - maxillary and mandibular (with complications),,,,,5333.20,,,
8645,Complete dentures - maxillary and mandibular (with major complications),,,,,6560.10,,,
8649,Complete denture - maxillary or mandibular (with complications),,,,,3281.50,,,
8651,Complete denture - maxillary or mandibular (with major complications),,,,,3690.90,,,
8652,Overdenture - complete,2188.00,,,,3281.50,2188.00,,
8653,Overdenture - partial,1750.20,,,,2625.30,1750.20,,
8654,Implant supported fixed-detachable complete overdenture,2460.70,,,,3690.90,2460.70,,
8655,Implant supported fixed-detachable partial overdenture,1968.30,,,,2529.30,1968.30,,
8657,Replacement of precision attachment,155.10,,,,166.70,155.10,,
8658,Interim complete denture,1213.40,,,,1820.20,1213.40,,
8659,Interim partial denture,970.70,,,,1456.20,970.70,,
8660,Additional fee to implant supported fixed-detachable denture - per implant,339.40,,,,339.40,339.40,,
8661,Diagnostic dentures (including tissue conditioning),,,,,3281.50,,,
8662,Adjust complete or partial dentures (remounting),315.60,,,,473.70,315.60,,
8663,Metal base to complete denture,659.20,,,,988.30,659.20,,
8664,Remount crown or bridge for prosthetics,315.60,,,,494.60,315.60,,
8667,Soft base to denture (heat cured),659.20,,,,988.30,659.20,,
8671,Partial denture - cast metal framework with resin denture base,,,,,3281.50,,,
8672,Altered cast technique (in addition to partial denture),84.60,,,,126.60,84.60,,
8674,Additive partial denture,992.60,,,,1488.90,992.60,,
8701,Consultation - periodontist,,,,241.30,,,,
8703,Consultation - Periodontist (detailed),,,,753.60,,,,
8705,Re-examination - Periodontist,,,,225.50,,,,
8707,Periodontal screening - Periodontist,,,,198.10,,,,
8723,Provisional splinting - extracoronal (wire) - per sextant,226.50,,,339.40,339.40,226.50,,
8725,Provisional splinting - extracoronal (wire plus resin) - per sextant,328.80,,,492.80,492.80,328.80,,
8727,Provisional splinting - intracoronal - per tooth,103.10,,,155.10,155.10,103.10,,
8731,Incision & drainage of abscess - intra-oral,194.60,,,291.90,,194.60,,
8737,Root planing - four or more teeth per quadrant,488.70,,,662.30,,488.70,,
8739,Root planing - one to three teeth per quadrant,388.70,,,528.60,,388.70,,
8741,Gingivectomy/gingivoplasty - four or more teeth per quadrant,637.40,,,874.10,,637.40,,
8743,Gingivectomy or gingivoplasty - one to three teeth per quadrant,509.10,,,694.00,,509.10,,
8749,"Flap procedure, root planing and one to three surgical services - per quadrant",1323.20,,,1984.70,,1323.20,,
8751,"Flap procedure, root planing and one to three surgical services - per sextant",1095.70,,,1643.70,,1095.70,,
8753,"Flap procedure, root planing and four or more surgical services - per quadrant",1640.00,,,2459.70,,1640.00,,
8755,"Flap procedure, root planing and four or more surgical services - per sextant",1329.10,,,1993.50,,1329.10,,
8756,Clinical crown lengthening (isolated procedure),806.10,,,1209.00,,806.10,,
8759,Pedicle flapped graft (isolated procedure),605.50,,,908.20,,605.50,,
8761,Masticatory mucosal autograft - one to four teeth (isolated procedure),658.10,987.20,,987.20,,658.10,,
8762,Masticatory mucosal autograft - four or more teeth (isolated procedure),988.30,1483.00,,1483.00,,988.30,,
8763,Wedge resection (isolated procedure),387.30,,,580.80,,387.30,,
8765,"Hemisection of a tooth, resection of a root or tunnel preparation (isolated procedure)",531.90,,,798.10,798.10,531.90,,
